Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Fit
76.25,98.01,8351,4.42,0,0
62.22,98.07,2614,7.38,1,0
81.09,100.0,2772,6.45,0,0
68.55,100.0,5252,7.29,2,0
103.61,98.84,10165,6.48,1,1
82.06,97.35,2553,5.7,0,0
89.35,96.34,2892,3.43,2,1
84.91,94.49,9770,7.22,1,0
71.63,95.78,7944,7.92,2,1
85.19,100.0,1634,5.17,2,1
73.14,100.0,12282,5.16,1,0
68.81,100.0,10747,6.02,2,0
58.65,98.01,11176,9.11,0,0
84.79,96.04,4448,6.07,0,0
66.48,98.94,2789,5.35,1,1
84.43,99.11,13269,5.9,1,1
75.07,99.32,6210,7.37,1,0
70.74,97.68,18713,3.47,0,0
62.05,97.43,2049,6.15,1,1
69.11,96.31,3337,6.34,2,1
98.8,100.0,3396,5.46,1,1
62.73,95.85,1910,4.5,0,0
87.91,99.11,4488,8.85,2,1
55.49,100.0,3184,7.02,2,0
55.42,98.92,1214,7.52,1,0
78.87,96.78,8743,6.59,2,1
59.79,97.69,16001,8.27,1,1
94.93,97.11,1954,7.3,0,0
80.46,100.0,4819,8.46,1,0
65.34,98.42,6042,7.77,1,0
61.2,100.0,3465,8.18,0,1
70.67,99.54,4977,5.43,1,1
66.48,97.46,4332,5.93,2,1
73.85,98.16,2448,6.51,0,0
84.48,99.53,5989,5.38,0,1
62.0,98.85,12134,6.49,2,1
68.62,96.9,3441,7.44,0,1
62.03,98.01,1432,3.63,2,0
62.05,98.42,9382,8.09,2,1
48.07,96.07,2211,9.57,0,0
89.12,99.24,10279,5.13,1,1
94.38,95.89,2129,8.72,0,1
60.19,98.01,5703,6.84,2,1
58.68,97.89,15304,5.17,0,0
83.41,98.13,1602,7.74,0,1
62.71,96.32,12030,9.41,0,1
94.11,97.76,2159,5.9,0,0
64.25,97.79,7565,4.9,2,0
42.92,97.98,1955,3.15,1,1
66.12,96.89,7634,6.74,2,1
77.21,98.44,6325,9.22,0,1
69.77,95.38,3593,9.29,2,0
81.35,97.36,4514,7.71,2,1
75.21,100.0,1126,4.77,1,0
77.86,95.48,3118,6.61,2,0
74.99,99.44,6176,6.31,0,0
54.04,100.0,19618,5.19,1,1
80.84,100.0,5012,6.32,0,1
85.98,99.34,1516,7.76,0,0
80.23,96.4,20460,8.14,1,1
83.86,94.23,7206,6.37,0,0
78.55,100.0,2130,3.74,2,0
85.65,99.74,9917,6.91,1,0
73.69,99.28,2816,6.1,0,0
53.59,93.24,3919,6.36,2,0
72.32,99.26,10300,5.78,1,0
60.77,98.4,15967,5.08,2,0
68.05,98.66,1410,5.19,2,0
76.3,97.16,2459,5.48,0,1
84.99,95.91,13593,6.94,1,0
78.13,98.15,20579,7.34,1,1
93.72,95.45,2294,6.29,0,0
75.71,98.01,3397,6.77,2,1
78.04,99.69,3922,6.16,2,1
69.31,99.45,3690,8.21,1,1
58.96,94.98,3493,6.58,2,1
83.35,98.18,4522,6.92,0,1
51.48,99.45,1168,7.71,0,0
77.66,100.0,8999,8.59,0,1
62.27,96.07,13121,5.5,0,0
75.27,97.39,11632,9.09,2,1
77.21,98.87,6896,6.2,0,0
75.63,94.3,2694,7.81,2,0
83.2,97.36,3011,6.72,1,1
44.54,99.57,11265,6.89,2,0
103.18,100.0,3031,5.77,0,0
83.01,98.65,5241,8.11,1,1
90.32,100.0,6662,7.18,2,1
84.93,97.87,13067,5.22,2,1
74.36,96.77,6697,4.48,0,0
75.21,100.0,3361,7.67,1,1
74.63,97.66,8306,6.14,0,1
87.54,96.51,5072,7.55,2,0
62.66,100.0,5261,6.13,1,1
75.21,96.56,2857,6.82,0,1
75.21,100.0,3078,4.25,2,0
54.94,98.84,1550,3.43,2,0
98.92,99.9,2297,7.98,0,1
97.82,99.03,5579,8.59,2,1
100.05,97.35,5747,5.54,2,0
82.13,96.98,10332,10.02,1,1
77.92,100.0,9174,7.28,2,0
81.33,98.76,1429,7.73,2,0
100.76,97.75,5648,4.42,0,1
79.38,100.0,11401,6.95,0,1
83.94,100.0,10910,8.28,2,0
75.21,98.16,2202,8.75,0,1
62.67,98.52,2307,8.43,2,1
62.06,96.18,20379,5.79,1,0
75.21,100.0,2636,4.34,0,1
67.0,98.99,6143,7.25,2,0
68.8,99.64,4059,6.37,1,0
78.68,100.0,21038,5.46,2,0
91.55,96.85,1683,6.41,1,0
85.03,99.89,2180,6.89,0,0
68.07,97.3,3315,5.67,0,0
95.07,95.67,4831,6.48,1,1
88.04,98.01,1090,6.39,2,1
89.89,95.76,6958,6.91,2,1
89.4,97.93,5060,5.04,0,1
67.28,100.0,2526,5.45,0,0
61.2,100.0,8258,8.52,2,1
89.86,97.56,12858,7.21,2,1
56.16,96.89,3636,6.95,0,1
76.87,96.25,1864,4.35,2,1
57.73,97.34,17860,9.91,0,0
75.68,98.21,3916,4.35,0,0
44.36,94.84,1433,5.6,0,1
74.72,96.82,8022,7.1,1,0
77.12,94.64,8545,4.63,2,1
103.75,100.0,14418,5.61,2,1
78.63,100.0,3681,4.34,0,0
48.46,96.93,10445,8.66,0,0
78.44,96.29,5583,6.45,0,0
77.62,99.32,11709,4.32,2,1
66.95,94.54,1142,6.53,0,0
65.21,95.51,10936,5.13,0,0
75.21,100.0,1159,5.95,2,0
85.07,96.99,18567,4.35,1,0
69.86,98.92,4639,5.13,2,0
101.91,95.41,4223,4.67,0,1
63.47,98.48,6254,4.33,0,1
59.99,94.47,9542,5.61,1,0
75.84,97.58,2307,7.8,1,0
67.97,99.29,5003,8.02,0,0
81.03,93.5,12273,5.46,2,0
78.36,97.51,5508,7.71,1,0
69.07,98.52,1438,6.04,2,0
83.55,98.37,6723,6.21,2,0
70.04,96.6,10002,4.79,1,1
80.06,100.0,2136,7.48,0,0
72.2,98.14,4601,6.45,1,1
72.83,95.74,3815,5.41,1,1
68.96,96.83,9841,5.6,0,1
66.39,100.0,6411,9.46,1,0
94.11,98.64,17039,4.45,2,0
41.24,96.02,6051,9.06,2,1
67.2,97.85,10519,6.45,2,1
71.19,97.77,1575,7.01,2,1
59.52,96.16,10222,5.25,1,0
66.1,96.67,6694,6.49,2,1
57.33,100.0,1415,4.61,0,0
78.62,96.63,5349,6.19,0,1
84.49,98.12,7909,6.69,2,0
65.77,97.04,1417,4.34,0,0
75.21,93.6,4427,5.63,2,1
74.14,95.89,2151,3.89,2,0
60.03,98.65,1385,6.84,0,0
52.54,99.5,1270,7.4,0,0
64.67,95.8,1784,6.97,2,0
69.09,98.56,11455,4.52,0,0
86.44,99.3,20935,7.4,2,0
74.75,93.92,8570,6.35,0,1
61.27,98.81,6925,7.22,0,0
75.21,99.93,9272,6.97,0,0
88.45,98.2,2440,7.93,0,1
103.84,96.2,4118,4.71,1,0
66.29,99.86,9250,6.45,1,0
60.22,99.5,4325,4.06,2,0
72.86,97.02,4977,7.6,1,0
62.08,97.86,11340,8.34,0,0
61.14,99.65,3510,8.52,2,1
87.37,97.64,3098,4.74,2,1
79.11,98.78,2394,5.13,0,0
57.81,100.0,6448,8.4,0,1
64.96,96.98,1456,3.7,1,0
84.86,96.26,4600,4.09,0,0
71.88,97.66,15054,6.36,1,1
61.6,99.53,19565,5.57,1,1
86.62,100.0,3379,5.84,2,1
102.19,98.42,1210,8.51,1,1
91.86,94.32,4926,5.69,1,0
75.21,97.61,2207,8.06,1,1
65.68,97.55,3892,5.42,1,0
90.47,97.75,3317,6.89,1,1
94.33,100.0,4190,6.31,1,1
67.69,95.77,4831,4.44,0,1
73.63,97.55,2073,5.91,2,0
52.41,96.16,1306,7.51,2,1
100.34,98.01,8675,3.72,0,1
55.74,97.23,12500,5.26,0,1
81.33,96.67,9056,7.15,1,1
93.74,96.08,4375,7.04,2,1
51.09,96.44,16074,7.77,0,0
79.58,98.01,2690,5.0,2,1
71.38,100.0,11347,7.95,1,0
77.33,98.39,5774,5.61,0,0
62.99,100.0,3245,5.7,2,1
74.2,98.54,3778,8.02,1,0
47.86,99.23,1252,6.26,1,1
76.25,98.34,1217,7.66,0,1
44.11,100.0,13813,5.77,2,0
94.59,100.0,3661,7.04,0,1
53.03,100.0,6781,4.87,0,1
101.6,100.0,19483,6.42,1,1
95.91,97.2,7978,6.64,2,1
65.7,99.14,20117,5.37,2,1
101.12,97.8,6499,7.68,2,1
62.96,97.72,18390,6.0,0,0
48.12,94.26,5485,7.11,2,0
76.76,94.54,1348,6.66,1,0
99.52,98.01,13754,7.57,1,1
81.23,99.24,3818,8.36,2,0
75.47,94.66,10301,7.17,2,1
62.4,99.91,5086,4.74,2,1
52.47,98.23,5265,4.23,0,1
87.95,95.81,8016,7.6,2,1
75.42,99.02,2860,6.68,1,0
84.37,96.13,20810,9.13,2,1
42.12,98.02,3580,6.54,1,0
85.98,96.97,3552,3.91,1,1
104.79,99.98,8603,6.45,0,1
95.12,99.64,7079,5.37,2,0
59.33,100.0,13290,8.25,2,0
76.83,99.47,2344,5.7,2,0
68.71,98.07,3141,4.4,0,1
106.48,98.01,4539,8.18,0,0
60.51,95.47,4977,7.91,2,0
75.21,99.54,13650,6.09,1,1
107.71,98.94,3678,7.15,0,0
70.48,97.62,4977,6.45,1,0
48.02,97.62,6427,6.83,1,1
42.95,97.29,5724,4.91,1,0
76.14,97.13,15372,6.86,1,0
52.31,98.78,7880,4.82,1,0
63.17,97.83,7948,8.13,0,1
93.29,95.41,3758,7.37,2,0
81.46,98.0,1982,5.89,2,0
68.59,100.0,7568,5.02,0,0
66.38,96.12,1693,8.58,1,1
91.33,99.69,8246,8.2,2,1
76.35,99.23,3436,8.1,0,1
106.29,94.93,4051,7.0,0,0
68.29,98.21,11926,6.55,1,1
81.38,100.0,2995,9.11,2,1
56.53,96.81,2075,8.65,1,0
68.5,96.72,13292,6.37,1,0
92.68,98.49,3621,6.31,0,0
75.21,94.76,4831,7.08,2,1
81.68,95.6,2992,8.59,0,0
93.54,96.26,5608,7.06,1,0
84.36,94.2,1045,6.1,0,0
52.29,96.2,5652,6.49,0,1
71.53,97.31,3405,3.3,0,1
57.82,100.0,5933,8.01,0,0
90.82,100.0,1230,5.57,0,0
59.77,100.0,5560,8.31,2,0
96.67,97.17,11274,6.31,1,1
81.88,96.71,10264,6.05,1,1
73.0,100.0,5728,6.86,0,1
88.12,94.45,1260,9.08,2,1
60.49,95.96,1968,3.15,0,1
46.07,98.48,9283,8.27,2,0
92.19,99.16,2040,5.92,2,0
55.31,99.91,4977,5.78,1,0
88.83,100.0,3254,7.38,0,1
74.78,95.51,1108,5.83,1,0
60.82,99.94,1108,7.39,0,0
68.25,96.27,1793,5.7,2,1
75.2,96.07,14319,5.44,2,0
77.98,100.0,2449,5.44,0,1
61.45,97.35,2240,7.03,0,0
82.26,98.19,1223,9.67,0,1
68.42,98.19,8985,6.51,2,1
84.32,96.06,9532,6.9,0,1
45.69,98.3,13432,5.1,0,1
78.17,98.78,10816,6.97,2,1
104.0,93.65,2457,6.83,0,0
89.58,96.58,9197,9.16,2,1
92.3,95.46,9720,6.87,2,1
64.48,99.79,2094,8.36,2,0
76.88,98.19,17737,7.14,0,0
74.97,98.01,5767,4.72,0,1
67.29,100.0,2664,6.96,2,0
56.47,97.77,3097,7.64,0,1
75.97,98.6,6113,6.37,0,1
83.79,99.76,2580,8.61,1,0
46.09,94.73,6850,4.77,2,0
95.73,96.95,4977,6.4,1,0
81.53,96.03,6259,6.62,1,1
69.95,98.27,20247,6.36,1,1
56.58,99.23,5348,3.96,0,0
74.06,96.63,5681,7.14,1,0
85.22,97.82,5500,4.93,1,0
101.17,97.16,5202,5.93,0,1
73.67,95.22,19512,5.48,1,1
75.73,95.7,6449,8.6,2,1
92.89,94.09,4646,6.04,1,0
77.18,95.5,2027,9.64,2,0
75.21,97.22,1492,9.19,0,1
76.97,100.0,4048,6.45,2,1
50.22,99.71,2432,5.2,1,0
91.67,97.15,3813,8.13,2,1
80.4,98.56,6050,7.05,1,1
77.1,97.46,5484,5.54,0,1
63.14,100.0,2943,5.8,0,0
59.63,97.55,14907,8.55,1,0
82.99,96.12,1841,3.78,1,1
67.58,96.26,3102,9.73,0,1
77.62,97.94,4776,7.3,2,1
53.72,96.94,2024,6.18,1,0
54.22,100.0,14798,6.35,0,1
67.1,95.79,3297,5.59,0,0
88.77,100.0,8184,8.06,2,1
68.61,100.0,6660,4.69,1,0
52.85,100.0,4469,6.8,2,0
73.7,98.87,12537,3.93,1,0
52.72,99.85,17046,6.75,1,0
75.21,98.3,8862,9.36,0,1
86.16,98.21,13950,5.58,0,0
51.8,99.01,1613,9.02,2,0
52.36,97.29,6302,5.64,1,1
63.68,99.91,18771,6.06,1,0
66.98,95.28,9664,6.27,1,1
77.27,96.56,11537,6.52,2,1
66.54,96.43,6136,8.15,2,1
60.78,100.0,6977,8.68,1,1
82.36,97.72,1748,4.42,1,1
77.71,98.7,16858,7.67,0,0
75.65,96.42,7327,8.38,1,1
74.73,98.11,3785,7.01,2,0
62.97,96.86,14940,8.28,1,0
59.84,94.4,13956,4.63,0,1
69.83,96.8,4977,7.26,1,0
63.22,98.46,18116,8.37,0,1
74.81,100.0,3161,5.55,2,1
69.13,95.42,3839,4.57,0,1
73.61,98.5,14701,5.87,1,1
101.48,99.66,5423,5.63,0,0
54.21,97.26,16529,3.68,1,1
72.19,96.87,10624,5.73,2,1
58.38,99.49,15978,5.45,1,1
67.75,99.43,20730,3.8,0,1
62.74,99.75,15195,5.62,0,1
84.58,99.36,1648,8.28,2,1
86.71,99.47,6777,4.04,0,1
82.95,98.3,1179,7.08,1,1
105.83,93.53,13919,7.59,0,0
102.05,99.21,20622,6.66,2,0
93.55,100.0,1882,5.31,0,1
70.13,97.53,6870,7.13,1,1
79.57,99.15,4977,7.38,0,1
100.8,98.97,5026,6.92,0,1
75.84,100.0,2557,6.19,0,1
45.79,96.37,7675,4.54,2,1
106.54,100.0,2385,3.67,0,0
83.6,98.01,2761,5.9,1,0
95.52,100.0,4314,5.12,0,0
92.13,95.75,4187,6.35,2,0
64.4,99.34,12945,6.3,0,0
79.86,98.88,4020,5.07,0,0
75.21,100.0,2607,6.3,1,0
96.67,99.49,8262,8.33,2,1
67.43,99.05,9958,4.75,0,1
71.75,98.0,6967,4.88,1,0
71.05,98.05,3201,4.84,0,1
75.56,99.8,2083,7.28,1,0
65.9,99.17,7523,6.04,1,1
51.81,97.86,2085,3.03,1,1
77.45,95.25,2871,7.21,2,0
62.05,96.74,13866,7.5,1,0
75.21,96.87,11644,4.95,1,1
84.3,98.48,1421,7.35,0,1
58.69,100.0,18958,7.72,1,1
69.54,97.85,6922,3.43,1,1
79.39,96.26,4806,8.17,2,0
63.32,94.41,1569,8.27,2,1
79.39,96.05,17750,7.47,2,1
77.35,99.39,5148,5.51,0,0
80.35,96.45,14676,8.24,1,1
59.47,95.96,10959,3.77,2,1
57.03,98.76,2313,7.58,0,1
93.49,98.15,5458,4.54,2,1
48.96,99.66,10718,7.95,1,0
84.42,97.81,5514,3.22,0,0
90.53,96.85,6250,6.02,1,1
75.46,98.42,2988,6.84,2,1
82.76,100.0,5718,7.42,1,1
66.45,97.49,9086,6.23,2,1
65.75,99.18,2529,8.08,1,1
82.67,93.58,14643,6.52,1,1
51.19,100.0,1794,5.12,1,0
49.24,98.55,3391,8.21,0,1
80.5,97.17,7289,9.03,1,0
85.04,99.69,3700,8.75,1,0
80.01,98.08,9154,8.44,2,0
73.53,96.97,7360,6.08,1,1
66.92,99.56,7703,5.03,0,1
98.81,98.76,3816,4.72,0,0
76.61,97.28,14428,6.36,1,1
59.86,97.31,4365,4.02,0,1
75.21,98.64,2516,6.53,1,0
56.57,98.01,2460,6.02,2,1
56.92,99.93,1798,4.74,0,0
67.74,96.9,2218,6.12,0,1
78.76,97.36,5922,7.44,2,0
82.45,100.0,5206,8.1,2,1
88.34,96.96,11398,5.95,2,1
66.72,96.69,1308,6.65,1,1
88.07,100.0,1076,4.89,0,1
90.48,95.36,3862,6.59,1,1
79.66,99.74,2989,6.68,2,0
83.99,95.46,1120,6.01,2,0
47.05,97.32,9291,6.45,2,0
92.69,97.52,2532,4.3,1,0
89.83,99.03,3915,5.75,1,0
80.66,96.69,6921,5.43,0,1
77.22,98.13,10736,7.84,1,0
69.05,100.0,20484,7.23,1,0
85.91,99.12,1489,7.92,0,1
80.77,94.29,5868,5.54,1,1
88.56,96.76,19520,5.2,1,1
75.21,98.26,4217,3.97,1,0
91.25,97.57,7034,6.69,1,0
65.72,96.95,2434,5.33,2,0
78.04,96.27,11689,7.18,1,0
66.57,99.97,6506,8.24,0,1
73.52,98.68,3366,7.9,1,0
105.51,99.75,5475,6.68,0,1
82.64,100.0,8306,6.62,1,0
78.38,94.28,1681,6.49,2,1
96.18,98.53,2923,9.69,1,0
40.0,97.53,2018,5.63,2,1
52.07,98.27,3077,5.93,0,0
71.71,100.0,5405,6.54,1,0
85.4,99.44,2791,4.72,0,0
86.98,98.54,1299,7.59,0,1
76.07,97.34,3174,8.14,2,1
92.49,96.26,4685,6.26,2,1
67.46,98.41,1580,6.03,2,0
46.91,96.13,2398,6.18,0,0
51.29,98.24,20616,5.46,2,0
67.53,100.0,5141,8.45,0,1
61.8,99.95,14263,6.45,1,1
66.14,95.26,2196,7.32,2,0
92.08,94.34,6633,9.05,1,0
52.48,94.59,10085,10.09,2,0
75.21,98.01,3832,9.27,1,1
62.91,97.34,6860,5.8,0,1
56.34,100.0,13925,2.87,0,1
72.92,99.61,1062,7.61,0,1
97.49,99.14,3066,7.14,0,0
64.32,96.79,12157,6.66,0,0
65.99,96.87,1837,6.15,1,1
66.99,96.65,5685,8.53,2,0
92.25,100.0,4033,4.18,0,0
68.31,96.76,7653,8.8,2,0
81.69,95.06,7718,9.1,0,1
73.35,98.01,20533,6.93,0,0
67.52,97.86,1349,4.72,1,0
104.53,98.01,12616,8.01,1,0
61.75,98.01,7589,7.65,2,1
58.93,99.99,2239,4.64,2,1
40.9,99.49,10526,6.14,1,1
105.11,100.0,3463,8.02,1,1
75.21,96.61,7352,8.09,0,1
97.04,97.19,8140,8.19,2,0
62.08,100.0,16235,7.21,1,1
77.67,98.44,15516,7.8,2,0
80.31,98.75,8548,5.88,0,1
85.93,98.1,2721,4.79,0,0
87.03,96.9,3285,5.65,0,0
91.84,95.08,3365,5.25,2,1
77.61,97.3,20600,7.79,1,1
98.86,100.0,1098,6.77,0,1
78.38,99.51,20491,3.82,2,1
67.03,97.12,12970,4.87,2,1
90.53,99.01,17580,7.75,2,1
83.04,99.48,2354,3.91,0,1
82.72,98.01,2861,4.45,1,1
86.64,97.17,4443,4.96,2,0
60.74,98.61,1777,4.12,2,0
87.71,99.52,4383,4.37,2,0
92.12,98.01,14699,3.97,0,1
75.31,97.16,1239,6.13,1,1
83.75,96.18,4863,6.51,1,0
81.86,99.01,18498,7.63,0,1
66.81,96.63,12041,7.89,1,1
61.47,97.09,10476,4.44,0,0
62.15,96.83,4012,4.43,1,1
69.96,97.16,4134,7.69,0,1
85.14,98.01,12980,4.71,1,0
51.65,99.07,3677,6.73,0,0
63.42,99.26,7614,8.46,1,0
71.58,100.0,8048,6.45,2,0
45.12,100.0,1806,8.11,2,1
92.01,97.67,3701,4.27,0,0
75.91,97.08,5963,5.9,1,1
72.99,99.5,6349,5.72,0,1
86.32,98.01,5009,6.9,1,1
82.76,97.82,3170,5.0,1,0
76.57,96.93,4307,6.76,1,1
87.66,99.41,1587,4.52,2,1
82.98,100.0,19519,5.9,0,1
100.92,99.55,7159,6.51,0,1
77.1,94.29,6164,6.12,1,1
84.76,97.57,3652,7.77,2,1
73.16,96.71,2798,3.11,2,1
79.86,95.95,1387,6.76,0,0
68.34,96.55,7045,7.39,1,1
65.3,96.38,10573,6.55,1,1
84.62,99.37,13651,8.13,0,0
81.82,98.37,9019,6.15,1,0
97.01,100.0,15907,8.35,2,1
75.17,97.35,6279,5.28,0,0
86.54,97.01,1777,5.62,0,0
69.62,97.48,3472,5.38,0,1
56.96,94.21,9651,7.82,0,0
74.82,100.0,15502,6.66,2,0
56.64,96.33,4544,7.69,0,0
85.1,97.94,2437,4.28,2,0
75.92,95.04,10548,7.18,0,0
97.42,96.37,4904,5.58,1,1
69.9,97.77,15309,7.47,2,1
86.0,98.18,7465,5.86,2,0
67.78,98.23,12080,6.32,1,1
41.46,96.73,4595,5.8,0,0
75.68,97.45,2858,7.98,0,1
92.45,97.92,2007,6.37,2,0
83.25,97.72,6721,5.79,0,1
70.25,99.74,3352,6.61,1,1
40.0,99.92,13685,6.6,2,1
95.11,97.17,9829,4.92,1,1
56.24,98.24,1274,5.86,0,1
80.56,97.86,4497,6.13,1,1
78.0,94.36,7524,6.83,1,0
94.67,100.0,4977,5.13,0,1
82.08,96.66,11859,6.82,0,0
63.45,100.0,6422,6.26,0,1
85.09,96.62,9007,5.4,2,1
74.62,98.83,10815,4.15,1,1
60.71,99.26,1184,6.76,2,0
57.96,96.47,1824,3.12,0,1
90.9,98.51,2016,6.57,0,1
104.68,94.01,1173,6.23,0,0
80.64,97.49,11614,7.5,1,1
70.64,96.9,4362,5.58,2,1
59.49,100.0,19096,6.84,0,0
62.26,95.7,12216,5.89,1,1
72.07,96.1,3516,6.57,1,1
73.31,98.05,4295,6.09,0,0
84.03,100.0,14180,5.13,0,0
64.9,97.25,11156,6.58,1,1
45.17,96.1,8234,3.28,2,0
71.53,98.16,5383,6.87,0,1
72.54,99.34,6552,8.62,1,1
71.32,99.23,3498,6.45,1,1
71.12,95.32,5256,9.59,0,1
69.74,99.23,5431,7.4,2,0
55.13,97.11,14009,8.69,0,0
96.93,95.11,1727,7.08,0,0
96.08,99.88,1982,7.33,0,1
95.93,94.78,1658,6.71,0,1
75.21,95.26,6058,4.15,2,0
81.06,100.0,8315,3.55,0,0
68.66,95.08,1907,6.14,2,1
67.84,96.71,7909,5.6,0,1
61.07,96.15,6923,5.64,1,1
113.48,97.57,2710,4.6,1,0
71.27,96.55,1827,8.16,0,1
61.17,95.97,14947,4.95,2,0
77.07,98.88,5902,4.86,2,1
86.45,99.28,8519,6.56,0,1
72.88,96.26,18163,8.13,0,0
78.66,98.72,1609,7.77,2,1
90.03,100.0,3021,5.53,1,0
60.68,97.96,3989,6.18,2,0
77.67,97.99,1855,8.96,2,0
65.41,97.83,12846,8.16,1,0
101.28,97.89,1913,7.08,1,1
73.66,94.4,1483,6.65,1,1
73.33,96.68,6909,8.19,1,1
56.86,95.82,8816,6.68,0,0
64.82,95.71,1509,6.13,2,0
75.21,100.0,11621,4.09,2,1
104.06,96.77,5870,4.97,1,0
65.39,99.88,5837,5.71,0,1
76.37,99.68,4515,5.42,0,0
97.37,96.8,1168,5.48,0,1
82.74,95.98,6291,8.46,1,1
72.88,100.0,1336,9.25,0,1
44.0,98.01,11678,8.47,0,0
74.22,96.78,6745,3.26,2,0
86.65,100.0,14352,8.12,0,0
89.36,97.17,3869,7.6,2,1
94.66,96.55,5020,6.44,1,0
64.88,95.82,10006,5.75,2,1
73.2,98.31,5940,7.98,2,1
71.05,95.5,4731,8.33,1,1
82.87,97.88,11468,7.72,1,1
69.23,100.0,4648,8.66,0,1
64.41,99.19,16173,7.45,2,1
91.65,100.0,11574,4.79,0,1
79.69,97.72,8253,4.1,0,0
86.2,100.0,16024,7.47,1,1
71.91,94.67,5391,7.4,0,0
87.06,96.48,12075,5.57,1,0
59.06,99.63,1937,6.87,1,0
75.21,96.26,8086,5.76,1,0
73.95,98.56,2512,4.35,1,1
71.3,96.76,7047,6.57,2,0
102.98,100.0,5066,3.87,0,1
95.8,95.75,10915,4.9,0,0
80.39,96.07,14028,5.84,2,1
68.51,99.22,4329,4.1,2,0
72.29,99.95,16563,6.68,2,0
64.24,95.1,5836,7.67,1,1
46.92,97.05,5343,6.9,1,0
97.05,100.0,6218,7.72,0,1
65.55,93.83,6078,5.93,1,0
54.79,97.56,1149,5.36,1,1
62.68,95.73,2921,9.71,0,1
52.08,94.06,6113,7.4,0,1
55.43,96.61,1636,6.93,2,1
75.03,97.76,5473,8.29,2,1
51.31,97.28,8779,6.52,1,0
78.11,99.0,6763,5.82,0,0
75.21,98.73,4985,4.45,0,1
69.87,98.64,8577,5.06,2,1
72.22,95.1,2606,7.62,2,0
86.7,95.44,1408,8.13,0,1
66.77,95.78,2323,3.13,2,1
85.65,98.02,5530,8.07,0,1
68.7,99.66,6073,6.88,0,1
62.69,98.01,1301,5.05,1,1
58.89,98.82,19312,3.89,0,0
50.15,94.73,2792,6.39,0,1
56.39,98.63,2186,6.23,0,1
48.4,99.56,1446,8.14,2,1
74.88,99.82,7861,4.17,1,0
69.18,97.69,10826,6.72,1,1
64.63,98.2,3593,6.51,1,0
73.78,97.26,3748,8.48,2,0
58.27,94.97,1568,7.13,0,0
81.95,98.01,2771,6.3,2,0
70.12,97.03,1519,2.45,2,0
79.45,96.85,2325,7.57,2,1
74.52,95.68,7625,5.86,2,1
53.72,100.0,2586,7.49,0,1
94.51,97.28,14585,6.75,0,0
69.48,99.59,3066,6.24,2,0
83.74,97.99,13798,6.45,2,0
57.64,98.01,6798,6.78,0,1
51.39,94.15,10317,7.27,2,0
83.35,97.72,2737,6.55,2,0
92.2,99.06,3226,9.12,1,0
79.3,97.81,15339,7.76,2,0
87.09,95.14,9692,7.99,0,0
56.01,98.01,3394,7.74,2,1
69.61,96.41,1697,6.61,2,0
90.41,97.67,13854,8.37,2,1
82.41,98.99,8373,6.69,0,0
90.47,100.0,6543,8.08,1,1
65.73,98.54,10491,4.55,0,1
58.03,97.88,17254,8.15,2,0
94.94,99.46,10036,5.34,1,1
75.39,97.4,3821,4.54,0,1
90.97,98.39,1359,6.08,1,0
74.03,97.62,8758,6.81,0,1
108.06,98.07,1983,7.0,2,1
92.67,99.67,10682,8.44,0,0
72.6,95.58,2895,5.66,0,0
75.31,97.08,1193,8.97,1,0
75.36,96.99,2057,8.97,0,1
75.21,99.96,2170,6.84,1,1
67.77,97.74,3332,5.26,1,1
66.63,96.14,2082,10.24,2,1
78.49,94.05,1789,9.09,0,1
62.77,100.0,3480,6.79,0,0
76.14,97.82,2459,5.62,0,1
97.02,100.0,5783,7.81,2,1
91.43,98.87,14527,6.84,0,0
74.22,99.18,3001,4.73,2,0
75.21,94.44,11194,5.36,2,1
65.3,99.43,3262,8.96,1,1
107.3,97.07,13352,5.53,0,1
67.1,99.47,4252,3.09,0,1
68.14,99.61,5893,6.2,0,1
101.32,96.74,5760,6.11,0,0
68.35,98.46,3068,8.77,2,1
86.41,96.55,1935,4.54,0,1
71.41,96.54,8042,7.09,0,1
72.41,98.9,18989,7.69,1,1
62.92,100.0,1671,6.32,2,1
75.21,99.02,4944,8.16,0,1
77.3,98.92,17823,8.61,0,1
91.29,98.62,19711,5.83,0,0
56.95,95.12,13299,7.69,2,1
101.8,100.0,2304,5.83,2,0
75.53,97.44,6283,5.57,1,1
64.71,99.37,2314,7.15,1,1
65.48,94.32,1577,6.16,0,0
77.97,99.56,7176,7.38,0,0
103.24,99.95,9714,5.23,1,0
73.58,95.54,5244,6.08,0,0
103.43,97.85,5029,4.89,1,0
68.99,98.77,6409,5.59,2,1
84.39,100.0,4106,7.07,0,1
72.77,99.4,6384,7.69,2,1
63.98,97.0,4170,4.74,2,0
70.64,100.0,2980,5.06,0,0
75.21,96.7,4704,7.1,1,1
83.22,98.43,3889,5.46,0,1
83.1,97.21,1956,6.88,0,1
69.56,98.96,3198,8.06,1,0
54.0,99.05,6747,5.66,1,1
85.6,99.85,10632,7.13,1,1
91.72,95.57,5051,6.5,1,1
78.63,98.4,15559,8.6,0,1
60.34,99.58,8782,8.89,2,1
64.39,100.0,4291,8.47,2,1
71.92,98.01,18480,8.34,1,1
68.6,95.68,6638,6.17,1,0
81.35,99.7,1191,9.18,0,1
