User ID,Heart Rate (BPM),Blood Oxygen Level (%),Step Count,Sleep Duration (hours),Activity Level,Stress Level
2473,74.43,99.25,2188,6.99,highly active,9
3990,50.83,100.0,3930,5.16,active,2
2387,75.21,96.26,1307,6.63,active,5
2899,78.28,99.51,896,5.24,highly active,8
3504,79.0,99.28,8522,6.68,highly active,4
3772,87.97,97.97,6069,8.35,highly active,10
4799,77.32,98.16,5803,7.54,active,2
2249,75.46,98.88,1992,6.34,active,5
1981,84.56,99.25,4977,5.47,highly active,6
1587,60.42,99.93,6936,7.29,sedentary,1
1475,63.01,99.12,11982,4.62,sedentary,5
2821,100.15,96.8,3329,4.97,sedentary,2
4348,86.04,98.98,8970,4.5,sedentary,10
3203,59.87,98.9,3016,6.45,highly active,2
4831,103.48,97.97,8853,4.95,active,7
2241,68.55,96.15,18190,7.07,highly active,6
1189,81.37,96.34,1683,6.65,active,6
2440,74.69,100.0,5552,5.83,sedentary,5
2698,68.4,99.98,12058,7.05,highly active,4
2715,94.47,98.17,6778,6.97,active,4
3593,72.23,95.9,506,8.36,active,1
1040,84.19,99.14,3649,2.73,sedentary,3
3354,83.87,98.19,7364,3.88,active,1
1942,73.34,99.85,3689,7.91,highly active,1
2098,75.21,94.16,1449,5.16,highly active,10
4000,79.61,99.48,4718,5.92,active,10
4247,75.66,96.88,6307,3.0,active,6
1895,78.14,98.89,4141,6.71,sedentary,6
4733,83.74,95.98,1901,8.62,active,3
3320,102.3,100.0,9020,6.25,active,4
3884,40.76,94.39,789,5.43,sedentary,9
3667,93.16,98.01,5317,4.82,sedentary,8
2674,78.26,97.38,2599,8.17,highly active,7
4854,77.47,97.83,2532,6.68,active,6
4930,96.7,97.95,2918,4.33,highly active,5
1930,101.19,98.31,8595,5.12,highly active,1
1288,59.68,97.38,962,7.6,active,7
1723,62.27,96.41,2747,5.71,highly active,10
3940,55.61,98.5,8333,5.52,sedentary,6
3319,78.5,100.0,218,10.26,sedentary,6
2953,79.24,95.51,2607,6.6,sedentary,6
2089,89.81,97.14,58,6.24,active,3
1482,81.62,99.1,1139,6.3,active,4
1935,88.4,100.0,6487,5.48,sedentary,2
3295,54.2,100.0,4270,6.39,active,9
1155,101.29,100.0,1187,9.41,sedentary,9
2070,94.46,96.5,568,7.12,active,9
2958,67.06,99.76,405,4.11,active,10
3501,63.19,98.77,624,5.84,active,3
3248,86.19,96.07,707,6.66,active,4
2683,51.58,97.13,631,4.24,active,3
1123,63.97,94.36,396,5.8,active,3
3048,59.58,94.56,8358,5.06,highly active,9
1967,73.55,96.62,19843,5.91,highly active,9
4830,68.34,98.27,13564,6.61,active,3
1854,63.22,100.0,2163,7.55,sedentary,7
1639,61.74,97.34,1599,4.77,highly active,4
3238,65.41,96.22,343,6.37,active,5
2602,57.15,100.0,1187,6.01,active,4
2944,81.02,97.1,13714,6.43,sedentary,9
2838,95.74,98.01,5064,7.24,sedentary,10
2829,62.39,99.44,3854,4.41,highly active,9
3190,63.77,96.83,1119,9.09,highly active,7
4262,81.63,97.63,3796,7.91,highly active,9
1532,83.58,97.8,6324,4.14,highly active,3
3274,75.23,94.52,6335,8.67,sedentary,4
4700,59.01,98.0,12161,5.75,active,5
1948,40.0,97.6,4994,6.81,highly active,7
4373,83.36,98.57,4481,6.64,sedentary,9
4725,89.73,99.57,2554,4.43,highly active,6
3019,68.46,97.92,1391,8.04,active,6
1459,66.72,97.69,9,3.68,highly active,1
4472,65.12,99.57,2721,6.93,highly active,2
1392,90.09,95.44,4977,3.97,active,9
4938,60.98,97.66,5292,6.06,sedentary,4
2787,84.68,99.5,10360,8.21,highly active,1
4278,45.09,100.0,7944,7.75,sedentary,9
3257,69.85,98.01,6540,5.47,highly active,5
2138,99.59,100.0,2897,5.09,sedentary,5
1621,64.72,97.69,1726,6.2,highly active,6
1645,71.44,99.37,5789,6.9,active,9
4322,75.12,98.01,20321,7.4,highly active,9
3266,77.96,98.9,555,7.17,sedentary,6
2466,63.11,97.6,4375,6.67,active,2
2377,86.38,100.0,11379,4.47,sedentary,5
3935,64.29,100.0,1150,7.64,active,10
3605,76.1,96.71,322,8.01,active,1
3597,89.73,96.36,962,9.46,highly active,5
1141,67.2,95.81,2918,10.14,active,5
1500,57.73,98.86,306,7.05,sedentary,3
1839,89.2,99.18,17662,5.87,sedentary,4
3749,77.38,100.0,5767,5.19,highly active,6
4618,68.62,98.11,755,6.6,highly active,2
2682,70.38,97.32,1160,6.34,active,2
2565,74.86,100.0,8183,9.36,active,3
3046,80.01,97.39,6563,7.38,highly active,9
4917,65.21,95.34,1282,6.16,active,2
2530,66.39,96.67,16428,5.18,active,4
1595,71.05,96.16,998,7.3,sedentary,4
2904,77.27,98.01,5015,6.71,sedentary,9
1280,99.09,96.41,5259,5.82,sedentary,10
1423,62.96,100.0,14308,5.47,active,2
3903,50.21,98.08,156,6.45,sedentary,3
1269,96.0,98.01,1026,5.89,active,4
1153,61.83,99.88,1310,6.01,highly active,1
3661,97.01,100.0,454,5.77,highly active,1
1661,83.16,100.0,1825,6.74,highly active,2
2967,93.23,98.42,6017,5.27,sedentary,1
1082,47.53,98.92,10682,2.64,highly active,10
4693,54.71,94.73,3675,4.04,sedentary,5
3994,79.26,99.35,10252,6.06,sedentary,1
3946,69.2,96.03,10531,9.04,sedentary,1
2449,63.22,100.0,2140,9.93,sedentary,2
2678,87.12,100.0,111,6.14,active,6
4784,78.86,95.35,763,7.05,highly active,5
3331,90.74,100.0,12141,6.25,highly active,8
1979,69.42,99.06,3637,7.18,highly active,7
3220,74.75,96.94,12788,6.14,sedentary,4
4398,75.21,94.7,5550,5.66,sedentary,4
4134,73.71,100.0,8719,7.57,highly active,6
4144,61.88,100.0,5718,8.45,active,2
3810,100.43,96.86,3034,5.83,highly active,2
2659,111.09,96.4,642,7.59,active,8
2398,78.15,98.05,755,6.74,active,3
1632,82.39,97.84,1462,5.93,sedentary,1
2531,73.44,99.95,7823,7.52,sedentary,5
1786,72.86,97.99,9112,8.52,highly active,5
3990,76.25,99.97,6977,5.26,sedentary,7
4059,54.77,96.64,2879,6.02,sedentary,5
1397,84.9,98.41,4064,8.7,sedentary,2
2143,60.22,99.37,8654,6.44,highly active,2
1933,69.69,97.35,7548,5.31,highly active,2
2460,75.5,97.83,10380,6.75,highly active,2
2852,63.57,100.0,1931,6.51,sedentary,7
3723,75.21,100.0,31,8.08,highly active,3
3983,67.87,95.63,2168,6.43,sedentary,10
3512,75.21,98.6,2992,6.48,active,3
1264,72.5,98.92,1718,6.75,highly active,3
3367,58.92,96.3,12257,8.77,highly active,6
3720,89.74,97.59,6819,7.59,active,9
4447,70.34,99.16,1283,4.94,highly active,8
3867,66.64,98.55,3616,6.92,active,8
3136,72.15,96.37,4995,7.02,sedentary,9
2226,81.08,98.84,1794,4.28,active,3
1820,83.09,96.57,2040,6.72,active,10
2762,72.73,97.5,6159,5.65,active,6
4048,74.41,95.55,8155,4.25,active,5
3381,40.0,93.41,4430,8.31,active,2
3269,68.22,99.24,19899,6.08,highly active,8
1040,96.46,97.07,9128,6.1,sedentary,5
2731,81.73,96.46,15563,7.82,active,4
1067,58.9,100.0,4519,8.04,active,1
1987,69.19,99.62,104,6.13,active,2
2799,66.05,98.79,6276,6.45,active,2
3561,91.05,98.19,11936,4.98,active,7
4944,89.53,95.33,5383,5.09,active,6
4708,63.28,99.1,5873,8.45,highly active,6
2621,57.99,97.93,3191,7.95,active,4
4198,66.15,96.27,4923,7.13,highly active,10
2278,64.47,95.01,4361,3.88,sedentary,6
1694,80.49,98.01,1101,7.79,active,2
4087,95.24,98.45,9659,6.46,highly active,4
3524,74.1,98.01,12132,5.8,sedentary,9
2085,59.18,97.43,3945,7.44,highly active,2
3928,78.12,99.06,10093,7.99,sedentary,9
3479,78.14,97.79,6091,5.89,sedentary,5
2693,72.17,95.19,2084,4.71,highly active,8
3315,102.89,99.0,18013,6.45,active,9
2058,78.66,96.7,8352,6.18,active,6
1778,83.61,98.29,14745,3.62,sedentary,1
4647,41.37,97.25,2313,5.87,highly active,4
1493,60.56,95.17,17368,7.17,sedentary,5
2585,82.71,98.69,3175,6.38,active,6
2492,79.26,96.68,67,6.31,highly active,1
2790,69.32,96.14,545,5.97,highly active,7
1660,81.8,97.11,655,5.87,active,6
2348,88.91,98.76,1624,4.58,sedentary,5
2327,67.91,98.04,1445,4.55,highly active,4
2299,65.65,95.89,417,7.05,active,7
4940,71.16,97.28,15802,8.35,active,8
2986,82.47,98.95,12334,6.09,active,2
4755,66.41,97.96,10072,8.58,sedentary,5
4060,87.79,96.05,4565,6.45,highly active,5
3044,67.77,99.47,3875,6.3,highly active,7
2928,56.48,97.82,6560,5.74,active,8
2347,86.73,98.98,426,3.26,highly active,8
2058,47.9,97.53,7526,6.71,active,8
1976,84.87,98.01,5048,7.55,highly active,5
3527,95.07,99.81,14646,8.05,sedentary,3
4136,73.56,95.76,8908,4.29,active,4
2031,89.13,97.66,3969,6.21,highly active,5
4372,78.73,95.42,1690,5.24,sedentary,5
1342,105.39,97.85,7652,5.95,sedentary,3
4502,58.4,99.63,1576,7.48,highly active,3
2447,92.81,97.36,143,6.12,active,10
3379,81.42,99.54,5960,5.64,active,2
3485,61.31,98.01,3507,6.64,highly active,1
4659,70.88,94.47,14613,7.64,sedentary,8
3221,50.99,96.53,7264,7.62,highly active,2
3606,40.0,95.36,7293,7.42,active,8
1526,57.01,98.21,10854,8.56,active,1
2896,69.18,100.0,2862,6.36,highly active,2
3073,55.35,98.8,1751,6.27,sedentary,8
1819,70.25,97.2,14372,5.29,active,2
3652,78.55,99.31,16921,5.25,highly active,5
1405,66.35,98.39,278,7.61,highly active,3
3279,58.79,100.0,6994,7.75,active,3
3580,64.03,98.35,9687,2.53,sedentary,1
2573,49.1,95.55,2026,5.88,highly active,3
2811,92.32,95.76,5776,5.55,sedentary,6
1504,95.48,96.87,10383,6.01,sedentary,10
4740,69.66,100.0,1124,4.61,sedentary,7
1178,81.9,100.0,13420,6.25,highly active,8
1131,63.29,98.85,3618,9.37,sedentary,9
2846,79.02,99.58,7146,4.18,highly active,5
2478,108.4,99.4,300,7.43,highly active,6
3395,94.07,100.0,1765,7.96,highly active,2
3587,75.21,95.93,4553,7.37,active,2
1771,55.21,100.0,2389,8.8,active,2
3123,79.1,98.64,11090,7.51,highly active,10
1578,85.82,100.0,14011,8.06,active,7
3901,73.36,98.56,4395,7.99,sedentary,1
2515,101.79,96.27,4492,5.98,highly active,2
1193,75.49,97.66,11450,7.45,active,6
3394,85.5,96.86,5264,9.26,active,10
3998,75.21,98.69,6540,5.67,highly active,3
2384,60.92,98.36,7348,8.14,highly active,8
2792,50.37,96.72,7992,7.3,highly active,10
4655,70.67,100.0,4109,5.16,highly active,4
2110,93.25,98.42,2448,5.34,sedentary,6
4333,84.99,93.71,17693,7.1,active,2
4736,65.18,98.01,24,5.94,sedentary,1
2936,46.41,97.15,2247,7.7,active,5
1779,95.14,98.08,4889,7.02,highly active,3
1261,59.0,98.39,149,8.2,highly active,1
1729,99.39,99.53,9107,3.73,active,3
1282,71.48,98.68,2254,6.74,active,2
2490,70.26,100.0,227,6.79,active,6
4451,84.43,98.03,12335,7.97,sedentary,6
1361,74.19,96.06,6053,4.48,sedentary,5
1440,83.88,99.16,7885,6.25,sedentary,10
3140,85.27,96.02,2965,3.58,active,7
2644,72.39,97.54,5899,7.36,highly active,9
2473,69.65,95.97,2007,8.94,active,8
1866,66.82,94.13,455,7.51,sedentary,5
2447,82.18,96.05,5768,6.69,highly active,4
1141,50.94,93.72,1749,7.83,sedentary,4
2314,63.56,98.94,9705,5.61,sedentary,1
2455,72.57,98.1,4208,5.18,sedentary,2
3796,63.18,96.32,2017,7.27,sedentary,4
2875,78.81,99.45,4977,6.84,highly active,4
2712,112.21,100.0,10031,5.21,sedentary,1
3700,63.58,97.09,4212,4.24,sedentary,4
1700,74.83,98.86,11723,4.94,sedentary,4
1997,60.65,95.91,1040,5.22,sedentary,8
3096,104.1,98.24,3375,3.44,highly active,1
2325,100.52,97.79,1389,7.21,active,1
1880,51.48,97.41,442,4.57,highly active,3
2159,75.54,98.8,9078,6.11,sedentary,1
1554,69.9,96.22,2757,5.14,highly active,8
1403,67.74,94.07,1977,4.13,highly active,8
1891,86.56,97.87,1599,4.3,sedentary,5
3912,101.82,100.0,307,7.3,active,3
1601,87.11,94.63,758,6.0,highly active,5
2830,75.21,98.16,760,4.23,sedentary,7
1340,69.68,98.0,7681,8.68,sedentary,2
4828,75.21,99.09,6322,5.43,active,3
2968,90.21,98.19,5878,7.29,active,2
1703,67.88,96.61,4977,6.34,highly active,10
1317,71.5,98.01,2024,6.65,sedentary,10
3665,51.37,98.17,2934,6.53,active,7
2386,54.71,96.65,948,4.43,sedentary,5
4893,68.49,96.28,6202,9.87,active,2
3429,58.95,98.18,18911,5.36,highly active,9
2367,82.99,99.07,7241,4.84,sedentary,9
1816,94.48,99.93,5099,8.84,active,6
1552,75.21,97.94,14313,7.18,active,6
4600,81.07,100.0,4861,7.71,active,1
1855,89.2,97.37,343,4.62,sedentary,4
2812,79.78,100.0,19097,7.49,sedentary,1
3866,59.8,100.0,830,7.47,highly active,8
1182,63.19,97.68,1902,8.97,active,6
4112,78.16,93.17,16191,3.08,highly active,6
2574,63.41,97.59,1566,6.23,active,9
1396,99.93,98.55,1056,8.72,active,7
2727,85.04,97.97,4042,4.83,active,4
3826,90.11,98.37,4805,7.47,sedentary,8
2517,63.61,98.97,11962,5.77,sedentary,10
4730,79.48,97.4,10060,6.63,sedentary,1
1906,77.85,98.01,2785,4.91,active,5
2356,76.65,96.73,3402,9.89,highly active,10
3174,45.94,95.57,6017,4.78,active,7
4628,74.42,95.61,13865,6.11,highly active,8
4239,55.28,99.5,15677,6.6,active,2
4691,96.96,97.48,1606,4.14,active,10
1018,95.69,99.14,14154,5.53,sedentary,6
4403,87.82,100.0,2539,3.26,sedentary,2
1583,79.09,98.14,10899,6.61,sedentary,6
1455,110.03,98.92,5833,9.17,sedentary,10
4004,89.75,99.11,14587,6.2,sedentary,3
2132,78.37,95.22,8462,8.15,active,5
4339,83.76,100.0,13231,5.46,sedentary,1
3492,76.58,98.87,10494,8.15,active,7
4311,83.6,96.27,5842,9.37,highly active,7
2952,96.62,100.0,7876,3.84,highly active,1
4372,72.17,95.03,1531,8.21,active,3
3649,69.3,96.25,1707,4.28,sedentary,9
3150,58.72,97.06,2177,5.34,active,4
4321,70.32,97.22,4977,6.98,active,4
4524,64.84,97.79,2485,6.45,sedentary,6
1519,71.9,95.54,17718,9.85,active,3
4224,66.22,97.66,9852,6.01,sedentary,1
1858,58.88,97.45,9246,8.14,sedentary,10
1173,66.74,94.81,4250,6.04,highly active,8
2366,82.7,97.36,8483,7.19,active,6
4741,66.97,98.01,5838,7.24,sedentary,4
1194,72.17,100.0,519,6.62,active,4
3478,106.42,98.54,6014,4.37,highly active,9
1726,91.13,100.0,4213,6.92,highly active,9
4760,78.42,94.18,846,5.63,active,7
2710,78.91,95.93,2953,5.81,sedentary,3
2875,64.35,96.55,15763,7.39,sedentary,10
3897,68.7,96.38,11396,7.29,sedentary,10
2681,70.84,98.62,17165,5.37,highly active,8
2347,76.58,97.43,8838,6.83,active,10
1989,74.34,98.01,7008,6.53,active,5
4744,58.07,100.0,1049,6.45,sedentary,10
3686,83.94,98.38,793,5.3,sedentary,5
1419,66.4,93.96,1983,5.32,active,4
1593,103.84,99.45,2640,6.48,highly active,2
3532,93.74,100.0,6538,6.04,active,2
2774,71.2,95.93,15497,5.18,sedentary,8
3459,99.12,97.11,8027,6.24,active,6
1935,84.94,99.63,5971,6.35,highly active,7
2107,76.34,96.12,1961,6.99,sedentary,2
1042,40.12,97.69,19458,8.7,sedentary,1
4808,71.74,96.19,7784,8.11,highly active,4
1331,78.16,99.18,5336,6.39,sedentary,4
4449,44.16,99.62,768,4.11,sedentary,8
4826,84.2,100.0,12236,5.73,active,2
3702,64.47,100.0,3004,7.88,active,9
3088,79.52,100.0,16159,6.42,highly active,6
2793,76.98,100.0,1290,4.61,active,9
1958,71.17,95.21,348,6.19,highly active,10
4868,86.87,96.44,3993,5.79,sedentary,2
1104,79.22,96.17,570,8.39,active,1
3497,101.67,96.73,8755,7.12,highly active,2
2842,59.81,97.24,2082,7.53,highly active,4
2866,92.8,100.0,7129,4.64,active,9
2996,63.95,99.1,5921,5.38,highly active,1
2289,57.39,97.01,1061,5.86,sedentary,9
1909,52.86,99.58,3411,6.71,highly active,1
1209,69.63,98.58,478,5.61,sedentary,10
1562,90.09,98.59,3833,4.44,active,6
4189,75.21,99.34,1409,4.99,sedentary,3
3760,82.63,93.09,708,7.91,highly active,10
4622,71.56,95.96,23,6.96,sedentary,8
2563,59.21,98.07,4977,8.12,sedentary,1
1770,51.3,99.54,1205,7.03,highly active,8
4155,56.94,96.97,6881,7.55,active,4
3714,84.87,93.66,17442,7.52,active,10
1628,61.34,98.74,5708,7.03,highly active,10
4585,83.84,95.64,10867,6.71,sedentary,10
2628,87.25,98.61,4245,5.89,active,4
2701,79.94,96.23,4715,7.29,active,7
1386,62.13,99.11,5539,6.45,highly active,8
2935,67.54,98.73,7763,5.14,active,4
4421,75.21,94.44,7758,8.28,sedentary,2
3343,64.26,99.75,10772,7.99,highly active,2
3305,84.7,98.6,6717,6.79,sedentary,6
2104,75.21,100.0,14997,8.27,active,1
1267,80.71,95.23,8646,7.59,highly active,3
3466,88.6,95.78,18510,5.84,active,4
3282,77.87,97.22,9716,3.78,sedentary,5
2856,60.14,97.69,9394,3.73,highly active,10
4382,50.54,97.46,13782,8.39,active,1
4884,58.39,94.1,7465,6.46,highly active,1
2998,82.31,98.53,1385,5.94,highly active,6
4033,71.91,97.43,606,5.51,highly active,1
2380,65.99,97.24,2656,6.6,active,5
2236,80.97,98.03,11788,7.87,highly active,1
1573,45.21,98.49,153,5.28,active,1
1048,71.07,97.76,1137,6.64,active,7
2150,58.4,96.06,785,10.49,active,8
1222,54.74,95.23,265,9.22,sedentary,3
3968,67.28,99.76,11635,3.15,active,6
4350,112.08,96.03,2295,3.78,active,7
2431,84.48,95.51,9137,9.21,sedentary,5
2528,58.04,98.04,1071,7.84,sedentary,2
4365,93.16,98.96,3680,6.58,highly active,2
2819,55.4,100.0,866,7.29,active,5
3324,75.21,96.25,17,6.03,sedentary,8
2461,61.78,96.53,6648,5.5,highly active,10
2130,76.64,98.41,4590,7.6,sedentary,8
2681,106.28,99.28,3772,6.35,highly active,7
3467,69.74,96.83,573,7.8,highly active,3
3658,102.57,99.31,6210,5.68,highly active,1
4500,73.92,96.8,10598,7.57,active,9
1374,73.69,98.24,487,6.97,sedentary,2
3120,61.71,95.38,3734,4.5,active,8
3021,96.19,98.84,2613,8.71,highly active,10
4705,67.57,99.02,15571,4.39,sedentary,9
2053,103.58,98.4,2132,8.5,highly active,10
4259,65.58,94.24,20212,7.18,active,9
4435,68.17,97.2,12338,7.46,active,7
2889,90.06,98.72,738,5.76,active,4
2823,73.37,96.41,4586,5.95,active,10
2474,79.33,100.0,7328,6.51,sedentary,2
3242,55.36,100.0,6293,4.57,highly active,2
2179,76.65,96.24,7959,7.36,sedentary,2
4243,80.57,99.26,3889,5.96,sedentary,2
3894,100.86,97.69,16458,3.32,sedentary,6
2064,67.82,98.89,2206,9.33,active,1
4134,80.06,97.77,691,6.9,active,7
1359,75.64,97.08,7388,5.46,active,7
4146,91.29,99.03,7535,7.0,highly active,8
3607,112.47,94.98,11908,7.6,active,7
3719,75.44,96.6,3830,4.32,highly active,10
3041,94.85,98.16,3417,7.41,sedentary,8
4896,82.72,96.8,20851,4.91,sedentary,9
2141,87.86,100.0,3423,4.57,active,6
2635,85.58,99.09,572,5.18,active,6
2403,91.0,95.85,2575,9.65,active,4
2943,90.0,98.01,14474,7.68,active,5
1678,73.95,99.57,698,6.47,sedentary,3
4361,66.66,98.61,8828,9.05,active,9
3487,81.38,97.75,2168,5.12,highly active,5
4739,53.2,97.7,9586,4.96,highly active,6
3980,84.28,100.0,5058,5.13,highly active,8
1006,86.19,95.34,7085,9.32,sedentary,7
4267,72.32,100.0,1950,7.8,highly active,10
3468,75.66,98.41,1288,5.28,highly active,7
2591,88.68,100.0,457,5.46,active,8
1832,86.21,97.93,12223,6.92,active,2
4264,75.21,100.0,8676,4.8,highly active,3
3606,86.66,96.73,2430,6.23,active,3
4219,76.59,98.15,12694,5.01,sedentary,10
4627,74.78,99.63,12557,6.4,highly active,9
4740,81.33,99.57,1037,6.45,active,7
4273,96.8,96.27,8754,9.11,highly active,3
4515,78.96,95.11,2419,4.15,highly active,2
1913,75.21,96.32,4407,7.4,active,8
3011,44.51,97.52,3936,7.52,active,7
2442,79.82,97.71,6417,6.15,sedentary,9
2450,76.24,98.21,2984,5.61,active,3
4054,50.01,99.45,532,5.61,sedentary,8
2502,52.27,98.01,7817,3.72,sedentary,4
1125,76.61,99.94,7715,5.35,sedentary,5
3442,86.86,100.0,5429,4.0,highly active,6
1816,40.0,98.65,1250,6.98,highly active,5
3928,91.04,97.43,6869,6.97,highly active,7
2829,75.21,98.01,6610,7.77,sedentary,9
4498,54.25,100.0,6750,9.23,highly active,3
3372,96.12,95.77,15599,6.56,highly active,1
2415,101.86,96.76,8819,6.05,highly active,2
1929,55.0,96.73,10707,5.91,sedentary,5
4759,76.61,95.76,2631,6.06,sedentary,10
4699,77.97,100.0,2206,5.39,sedentary,7
2463,48.04,98.25,1621,5.85,highly active,2
4275,70.05,95.74,10547,5.42,sedentary,10
4557,96.06,98.01,8394,4.94,highly active,4
1832,75.21,99.68,2930,9.11,active,1
2054,102.43,100.0,1064,8.58,highly active,1
4459,80.53,99.91,13126,3.71,highly active,1
2648,63.13,100.0,3394,6.98,sedentary,8
2900,75.68,97.12,1472,6.4,active,3
2457,53.05,95.43,1091,6.72,active,2
3884,81.42,100.0,17652,4.32,active,7
3973,72.12,96.63,976,3.73,highly active,2
4415,53.31,96.32,7001,5.95,highly active,7
1442,73.79,98.01,3670,5.68,highly active,9
4650,75.21,95.44,4543,6.19,active,10
3122,54.44,100.0,11358,7.4,sedentary,9
4843,79.17,95.31,4407,5.03,active,4
4737,62.28,93.75,3333,5.17,sedentary,4
2178,73.57,97.86,3655,6.73,active,8
4501,87.55,100.0,3224,8.33,highly active,6
3037,95.54,97.08,4494,6.18,sedentary,3
1362,98.8,100.0,2835,6.72,highly active,5
3495,102.0,95.97,4347,4.45,highly active,2
2257,55.04,99.53,20361,3.21,sedentary,2
4634,64.35,97.44,2360,9.97,active,4
2841,53.98,99.45,7386,6.92,highly active,10
2850,72.41,96.84,9227,3.29,sedentary,4
3172,93.94,95.24,4474,8.67,sedentary,5
1910,53.74,100.0,1224,5.08,sedentary,10
1244,64.66,97.02,14413,5.08,sedentary,9
1541,63.03,97.03,7884,5.42,highly active,3
3169,85.51,99.09,12448,7.46,active,3
2572,75.21,95.44,3686,4.93,active,4
1123,75.21,98.46,9805,5.76,sedentary,5
4940,81.2,96.79,4243,6.52,active,9
4106,77.71,99.77,627,4.25,sedentary,7
4158,61.04,98.41,3063,7.37,sedentary,10
3693,91.05,100.0,11574,8.14,active,5
2731,57.05,96.78,8585,5.21,highly active,7
1785,50.83,96.4,13906,3.74,active,8
3043,78.11,95.23,1109,5.93,highly active,3
3248,68.35,100.0,1957,9.34,highly active,5
3416,85.85,100.0,1692,5.54,sedentary,7
1076,100.62,96.03,1295,5.66,highly active,3
1058,81.07,95.14,6377,3.76,active,9
3478,90.9,99.8,4977,5.74,active,10
3685,62.23,98.49,6752,3.69,active,7
2523,85.67,96.16,8235,5.42,highly active,1
2936,70.85,99.25,4630,7.07,active,1
3156,67.59,100.0,611,5.8,active,6
4807,61.46,97.3,8456,8.15,active,2
4055,98.14,97.83,2310,5.7,active,5
2301,74.9,99.89,552,4.26,sedentary,7
1067,63.17,100.0,1302,6.72,active,5
4140,75.21,98.11,2370,6.28,active,1
4236,68.4,98.01,3964,6.46,highly active,8
4560,75.21,100.0,13829,4.59,active,3
2932,56.87,98.84,4470,8.58,sedentary,7
3721,102.98,100.0,1485,4.53,active,4
4925,84.39,98.21,16741,4.18,sedentary,5
1820,73.48,97.93,11852,6.46,sedentary,10
2402,86.05,96.51,2732,4.09,sedentary,7
3390,54.27,98.52,5772,6.99,active,4
1946,52.44,95.87,3446,7.03,active,4
3946,86.5,99.69,3609,7.05,highly active,2
2577,75.21,99.86,524,10.38,sedentary,7
2377,57.47,97.88,1056,3.7,active,8
4180,55.59,94.51,6592,8.42,active,5
4634,57.5,96.36,44,7.3,highly active,1
1761,68.83,96.6,11595,8.22,active,4
1340,53.99,96.23,8620,4.46,sedentary,1
3989,95.1,99.78,6788,7.97,active,2
1382,89.35,100.0,455,6.25,highly active,2
2556,83.92,95.29,340,5.87,sedentary,2
1299,94.52,93.51,465,6.18,active,5
1138,68.68,98.11,367,9.94,active,1
1358,72.19,97.2,2064,4.94,sedentary,6
1835,81.19,95.94,11328,7.61,sedentary,2
2522,46.59,97.43,3150,4.15,active,9
4456,83.19,100.0,7142,5.2,active,6
2627,75.21,98.01,933,7.61,highly active,1
2982,68.16,100.0,18907,4.38,highly active,3
2303,89.96,97.1,4911,7.81,highly active,2
4708,51.72,97.41,174,6.17,active,7
1908,81.72,98.11,4977,6.34,active,3
2134,67.04,99.18,1525,6.45,highly active,2
3913,75.56,95.48,6420,5.43,active,5
3186,76.28,98.88,1796,5.76,highly active,4
1995,88.46,95.01,1685,4.41,highly active,6
3482,72.26,93.28,5450,3.86,sedentary,9
3556,56.22,97.23,1879,3.31,sedentary,9
3320,66.33,99.9,819,7.26,highly active,9
4170,69.77,98.75,3672,7.15,sedentary,6
4835,75.21,97.64,373,5.31,active,3
4921,77.84,93.78,16501,6.31,sedentary,1
3151,77.12,94.76,4204,8.58,highly active,8
2237,76.35,97.43,92,5.56,sedentary,10
2784,61.54,97.31,1781,6.1,highly active,7
3809,94.32,100.0,4801,7.08,active,7
3834,79.42,98.28,3111,7.86,sedentary,6
1164,91.08,100.0,2649,7.57,sedentary,8
1998,76.63,96.56,3776,7.26,highly active,9
4924,75.21,98.01,1665,5.41,active,7
3567,87.91,100.0,9679,5.04,active,2
2307,53.89,100.0,4969,7.51,highly active,7
3564,66.63,100.0,9744,7.29,highly active,10
1656,72.88,96.11,2054,6.85,active,5
3660,84.79,96.83,10,6.94,active,2
4730,86.19,96.11,581,5.4,active,7
3046,87.97,98.66,766,6.12,sedentary,7
3111,90.06,99.83,3992,5.61,active,1
4162,57.94,99.42,8318,8.85,active,7
2140,108.07,96.0,3536,8.71,highly active,2
2889,91.65,99.93,12009,7.78,highly active,6
1266,72.29,98.14,2793,8.33,highly active,8
2845,80.57,96.85,326,4.56,active,6
3069,55.3,100.0,58,7.58,sedentary,8
4630,71.1,98.13,13735,6.45,highly active,9
3293,68.63,100.0,997,6.08,highly active,1
4732,87.22,99.38,448,6.09,sedentary,2
3442,57.08,95.15,743,5.58,highly active,9
2510,57.37,95.04,1815,4.49,sedentary,3
1475,45.53,100.0,11323,4.14,sedentary,9
2207,86.32,98.31,1656,9.42,highly active,5
2960,61.52,98.19,3509,3.8,highly active,8
1557,79.9,98.45,2228,7.28,highly active,4
2017,96.65,98.09,4719,6.3,sedentary,4
1855,67.67,100.0,13555,5.08,sedentary,7
2605,69.91,99.73,1856,5.64,highly active,5
4600,82.95,98.79,3859,6.37,sedentary,1
1882,113.14,99.72,4111,8.13,highly active,3
3194,84.55,99.94,12518,2.53,highly active,7
4375,64.17,99.22,10614,8.97,sedentary,7
3667,67.67,99.49,8275,5.28,sedentary,4
2771,47.71,99.4,6287,7.62,highly active,7
3867,72.61,97.97,994,7.51,sedentary,4
1863,75.11,99.63,12526,9.32,highly active,1
